Date,Location,trip_hour,trip_distance_km,trip_duration_min,location_pressure_index,peak_hour,rain_probability,rain_pred_label,rain_risk_level,base_price,demand_supply_multiplier,rain_multiplier,total_multiplier,price_without_rain_signal,price_with_rain_signal,rain_increment,rain_increment_pct
2009-02-13,AliceSprings,7,4.438,16.319,0.5,1,0.001,No,low,17.045,1.29,1.0,1.29,21.988,21.988,0.0,0.0
2011-06-22,Woomera,8,3.402,12.345,1.0,1,0.046,No,low,13.977,1.4,1.0,1.4,19.568,19.568,0.0,0.0
2009-09-10,Townsville,17,3.714,13.895,0.6666666666666666,1,0.0,No,low,15.049,1.327,1.0,1.327,19.965,19.965,0.0,0.0
2014-11-25,Walpole,23,6.271,22.645,0.16666666666666666,0,0.119,No,low,22.177,1.037,1.0,1.037,22.99,22.99,0.0,0.0
2015-11-19,Penrith,16,1.097,4.247,0.3333333333333333,1,0.075,No,low,7.465,1.253,1.0,1.253,9.356,9.356,0.0,0.0
2009-11-15,NorfolkIsland,4,7.417,26.715,1.0,0,0.256,No,low,25.433,1.22,1.015,1.239,31.028,31.501,0.473,1.523
2014-08-01,Newcastle,16,7.496,27.069,0.5,1,0.157,No,low,25.689,1.29,1.0,1.29,33.139,33.139,0.0,0.0
2012-07-24,Cobar,3,3.851,12.466,0.5,0,0.049,No,low,14.634,1.11,1.0,1.11,16.244,16.244,0.0,0.0
2012-02-13,AliceSprings,20,5.132,16.373,0.5,0,0.004,No,low,18.004,1.11,1.0,1.11,19.985,19.985,0.0,0.0
2011-02-13,Albury,17,2.219,9.004,0.3333333333333333,1,0.048,No,low,10.978,1.253,1.0,1.253,13.759,13.759,0.0,0.0
2015-02-21,Albury,7,6.01,18.877,0.3333333333333333,1,0.113,No,low,20.241,1.253,1.0,1.253,25.369,25.369,0.0,0.0
2009-06-21,NorfolkIsland,5,2.445,8.957,1.0,0,0.139,No,low,11.262,1.22,1.0,1.22,13.74,13.74,0.0,0.0
2014-06-28,PearceRAAF,7,1.0,6.389,0.16666666666666666,1,0.055,No,low,8.233,1.217,1.0,1.217,10.017,10.017,0.0,0.0
2011-05-14,Darwin,23,9.808,28.19,1.0,0,0.009,No,low,29.281,1.22,1.0,1.22,35.723,35.723,0.0,0.0
2015-10-24,SalmonGums,13,2.024,10.742,0.16666666666666666,0,0.131,No,low,11.444,1.037,1.0,1.037,11.864,11.864,0.0,0.0
2010-08-27,SydneyAirport,18,4.372,12.571,0.5,1,0.044,No,low,15.382,1.29,1.0,1.29,19.843,19.843,0.0,0.0
2013-04-15,Hobart,16,5.263,15.927,0.16666666666666666,1,0.297,No,low,17.994,1.217,1.032,1.255,21.893,22.592,0.698,3.19
2015-06-12,Townsville,15,6.262,14.531,0.6666666666666666,0,0.655,Yes,high,18.757,1.147,1.257,1.441,21.508,27.037,5.529,25.707
2011-01-04,Moree,6,4.642,12.856,0.0,0,0.285,No,low,15.867,1.0,1.027,1.027,15.867,16.29,0.423,2.665
2013-08-25,Portland,21,5.574,12.514,0.8333333333333334,0,0.744,Yes,high,16.981,1.183,1.327,1.57,20.094,26.656,6.562,32.656
2011-05-23,Watsonia,8,3.786,10.181,0.3333333333333333,1,0.995,Yes,very_high,13.588,1.253,1.546,1.937,17.03,26.322,9.292,54.562
2009-07-04,Launceston,15,1.292,4.952,0.5,0,0.718,Yes,high,8.025,1.11,1.306,1.45,8.907,11.635,2.727,30.621
2014-09-09,Newcastle,17,4.521,14.911,0.5,1,0.209,No,low,16.565,1.29,1.001,1.292,21.369,21.395,0.026,0.121
2016-08-26,Ballarat,17,6.825,16.057,0.8333333333333334,1,0.335,No,low,20.157,1.363,1.05,1.431,27.481,28.847,1.366,4.972
2013-11-04,AliceSprings,21,2.127,10.022,0.5,0,0.003,No,low,11.28,1.11,1.0,1.11,12.521,12.521,0.0,0.0
2012-03-05,Dartmoor,6,5.299,20.488,0.8333333333333334,0,0.553,Yes,moderate,19.959,1.183,1.182,1.399,23.618,27.92,4.302,18.216
2013-01-12,Hobart,14,13.45,43.559,0.16666666666666666,0,0.317,No,low,40.653,1.037,1.041,1.079,42.143,43.875,1.731,4.108
2011-08-02,Walpole,11,4.318,24.724,0.16666666666666666,0,0.492,No,moderate,20.413,1.037,1.141,1.183,21.162,24.141,2.979,14.077
2010-06-13,Ballarat,13,4.473,11.697,0.8333333333333334,0,0.026,No,low,15.151,1.183,1.0,1.183,17.929,17.929,0.0,0.0
2011-09-18,AliceSprings,6,1.196,6.916,0.5,0,0.056,No,low,8.72,1.11,1.0,1.11,9.679,9.679,0.0,0.0
2012-11-04,CoffsHarbour,6,1.926,9.37,0.6666666666666666,0,0.255,No,low,10.736,1.147,1.015,1.164,12.31,12.492,0.182,1.475
2013-01-22,Brisbane,8,2.466,14.078,0.0,1,0.981,Yes,very_high,13.442,1.18,1.533,1.809,15.861,24.313,8.452,53.286
2009-08-22,WaggaWagga,9,6.654,22.448,0.0,1,0.694,Yes,high,22.611,1.18,1.287,1.519,26.682,34.345,7.664,28.724
2015-04-14,Adelaide,12,2.245,6.889,0.0,0,0.428,No,moderate,10.124,1.0,1.101,1.101,10.124,11.145,1.02,10.08
2016-08-15,SalmonGums,16,1.0,4.0,0.16666666666666666,1,0.692,Yes,high,7.23,1.217,1.285,1.564,8.796,11.305,2.509,28.519
2015-10-19,Witchcliffe,16,5.929,15.902,0.6666666666666666,1,0.086,No,low,18.883,1.327,1.0,1.327,25.051,25.051,0.0,0.0
2014-02-09,Melbourne,11,2.644,5.529,0.6666666666666666,0,0.326,No,low,10.091,1.147,1.045,1.199,11.571,12.096,0.525,4.535
2015-11-22,Canberra,11,1.24,8.481,0.3333333333333333,0,0.508,Yes,moderate,9.436,1.073,1.151,1.236,10.128,11.662,1.533,15.137
2009-01-12,PerthAirport,7,7.181,20.349,0.6666666666666666,1,0.093,No,low,22.44,1.327,1.0,1.327,29.771,29.771,0.0,0.0
2009-07-26,Richmond,16,3.483,9.07,1.0,1,0.971,Yes,very_high,12.711,1.4,1.523,2.133,17.795,27.108,9.312,52.331
2014-04-01,Cobar,9,6.293,18.737,0.5,1,0.099,No,low,20.564,1.29,1.0,1.29,26.528,26.528,0.0,0.0
2011-01-12,GoldCoast,2,1.201,9.556,0.0,0,0.659,Yes,high,9.835,1.0,1.26,1.26,9.835,12.393,2.559,26.018
2009-05-25,Perth,12,1.0,4.647,0.5,0,0.568,Yes,moderate,7.502,1.11,1.193,1.324,8.327,9.933,1.606,19.282
2016-04-25,WaggaWagga,13,4.968,18.662,0.0,0,0.002,No,low,18.745,1.0,1.0,1.0,18.745,18.745,0.0,0.0
2017-03-12,PearceRAAF,7,1.869,6.844,0.16666666666666666,1,0.982,Yes,very_high,9.598,1.217,1.533,1.866,11.678,17.907,6.229,53.341
2016-07-25,Ballarat,15,4.921,16.833,0.8333333333333334,0,0.987,Yes,very_high,17.913,1.183,1.538,1.82,21.197,32.607,11.411,53.833
2016-03-08,PearceRAAF,15,4.993,23.338,0.16666666666666666,0,0.05,No,low,20.742,1.037,1.0,1.037,21.502,21.502,0.0,0.0
2015-11-25,Katherine,17,4.572,12.93,0.3333333333333333,1,0.528,Yes,moderate,15.803,1.253,1.165,1.46,19.806,23.073,3.267,16.495
2009-01-04,Albury,17,8.812,26.908,0.3333333333333333,1,0.049,No,low,27.397,1.253,1.0,1.253,34.338,34.338,0.0,0.0
2014-09-16,Watsonia,17,20.52,71.746,0.3333333333333333,1,0.982,Yes,very_high,62.036,1.253,1.534,1.922,77.752,119.256,41.504,53.381
2013-05-21,Albury,9,5.861,16.062,0.3333333333333333,1,0.17,No,low,18.858,1.253,1.0,1.253,23.635,23.635,0.0,0.0
2011-01-01,Dartmoor,18,13.442,37.128,0.8333333333333334,1,0.054,No,low,37.941,1.363,1.0,1.363,51.726,51.726,0.0,0.0
2015-01-01,PearceRAAF,15,3.551,7.438,0.16666666666666666,0,0.077,No,low,12.118,1.037,1.0,1.037,12.563,12.563,0.0,0.0
2012-08-19,Wollongong,12,1.582,7.016,0.8333333333333334,0,0.1,No,low,9.283,1.183,1.0,1.183,10.984,10.984,0.0,0.0
2014-06-23,Dartmoor,16,2.782,9.534,0.8333333333333334,1,0.998,Yes,very_high,11.96,1.363,1.548,2.111,16.305,25.242,8.936,54.805
2015-07-02,PerthAirport,10,3.706,10.447,0.6666666666666666,0,0.84,Yes,very_high,13.591,1.147,1.407,1.613,15.584,21.924,6.34,40.68
2011-11-09,Watsonia,14,14.139,29.442,0.3333333333333333,0,0.767,Yes,high,35.653,1.073,1.346,1.445,38.268,51.505,13.237,34.591
2011-01-18,Wollongong,18,4.752,12.051,0.8333333333333334,1,0.646,Yes,high,15.677,1.363,1.25,1.705,21.373,26.722,5.349,25.026
2011-01-21,Townsville,20,9.018,24.634,0.6666666666666666,0,0.953,Yes,very_high,26.721,1.147,1.506,1.727,30.64,46.158,15.518,50.646
2016-04-09,AliceSprings,21,3.34,13.002,0.5,0,0.004,No,low,14.17,1.11,1.0,1.11,15.729,15.729,0.0,0.0
2010-10-22,PearceRAAF,14,3.048,7.043,0.16666666666666666,0,0.01,No,low,11.273,1.037,1.0,1.037,11.686,11.686,0.0,0.0
2014-04-21,NorahHead,14,1.155,4.442,0.8333333333333334,0,0.067,No,low,7.625,1.183,1.0,1.183,9.023,9.023,0.0,0.0
2016-07-10,AliceSprings,19,13.862,33.454,0.5,1,0.209,No,low,36.964,1.29,1.001,1.292,47.684,47.746,0.062,0.131
2017-01-11,Ballarat,9,10.914,39.029,0.8333333333333334,1,0.032,No,low,35.326,1.363,1.0,1.363,48.161,48.161,0.0,0.0
2012-08-24,MelbourneAirport,19,5.336,13.825,0.8333333333333334,1,0.754,Yes,high,17.21,1.363,1.335,1.82,23.463,31.33,7.867,33.529
2010-05-14,MelbourneAirport,13,3.864,11.119,0.8333333333333334,0,0.29,No,low,14.086,1.183,1.029,1.217,16.668,17.147,0.479,2.874
2014-04-23,Adelaide,6,4.876,16.541,0.0,0,0.228,No,low,17.73,1.0,1.006,1.006,17.73,17.836,0.106,0.597
2013-12-13,Cobar,5,1.527,8.003,0.5,0,0.023,No,low,9.623,1.11,1.0,1.11,10.681,10.681,0.0,0.0
2015-04-15,MountGambier,19,6.285,23.376,0.16666666666666666,1,0.562,Yes,moderate,22.503,1.217,1.188,1.446,27.378,32.536,5.158,18.841
2010-02-04,Townsville,4,10.36,19.193,0.6666666666666666,0,0.512,Yes,moderate,26.247,1.147,1.154,1.324,30.097,34.743,4.646,15.437
2014-04-22,AliceSprings,8,10.685,27.411,0.5,1,0.005,No,low,30.137,1.29,1.0,1.29,38.877,38.877,0.0,0.0
2017-03-02,GoldCoast,9,1.201,6.06,0.0,1,0.64,Yes,high,8.367,1.18,1.246,1.47,9.873,12.298,2.424,24.553
2013-12-07,Portland,7,8.966,24.628,0.8333333333333334,1,0.074,No,low,26.648,1.363,1.0,1.363,36.33,36.33,0.0,0.0
2014-02-07,Bendigo,9,1.536,8.352,1.0,1,0.087,No,low,9.781,1.4,1.0,1.4,13.694,13.694,0.0,0.0
2013-07-07,Katherine,18,1.0,7.596,0.3333333333333333,1,0.007,No,low,8.74,1.253,1.0,1.253,10.955,10.955,0.0,0.0
2013-09-02,Nhil,0,9.179,22.727,0.6666666666666666,0,0.004,No,low,26.137,1.147,1.0,1.147,29.97,29.97,0.0,0.0
2011-03-27,Sale,19,3.144,11.438,0.0,1,0.068,No,low,13.249,1.18,1.0,1.18,15.634,15.634,0.0,0.0
2010-11-22,Townsville,19,8.379,24.755,0.6666666666666666,1,0.636,Yes,high,25.908,1.327,1.242,1.648,34.372,42.696,8.324,24.217
2010-02-02,WaggaWagga,10,7.91,36.661,0.0,0,0.429,No,moderate,30.277,1.0,1.101,1.101,30.277,33.348,3.071,10.143
2016-05-24,Sydney,7,7.281,26.539,0.3333333333333333,1,0.042,No,low,25.176,1.253,1.0,1.253,31.553,31.553,0.0,0.0
2017-05-04,Portland,16,4.836,12.758,0.8333333333333334,1,0.07,No,low,16.086,1.363,1.0,1.363,21.931,21.931,0.0,0.0
2014-07-15,Witchcliffe,6,1.689,9.425,0.6666666666666666,0,0.992,Yes,very_high,10.439,1.147,1.542,1.768,11.97,18.461,6.491,54.229
2013-01-09,SydneyAirport,10,3.712,13.996,0.5,0,0.321,No,low,15.089,1.11,1.043,1.157,16.749,17.465,0.716,4.276
2009-11-14,NorfolkIsland,22,10.795,33.387,1.0,0,0.211,No,low,32.796,1.22,1.002,1.222,40.012,40.079,0.068,0.169
2012-10-23,Walpole,23,8.516,24.038,0.16666666666666666,0,0.368,No,moderate,25.793,1.037,1.067,1.106,26.738,28.523,1.785,6.676
2011-11-14,MelbourneAirport,18,3.853,11.717,0.8333333333333334,1,0.375,No,moderate,14.323,1.363,1.071,1.459,19.527,20.904,1.377,7.051
2014-04-16,Bendigo,9,3.819,13.78,1.0,1,0.075,No,low,15.144,1.4,1.0,1.4,21.201,21.201,0.0,0.0
2010-02-09,Portland,17,6.869,14.586,0.8333333333333334,1,0.002,No,low,19.599,1.363,1.0,1.363,26.72,26.72,0.0,0.0
2011-07-22,Sydney,17,5.077,15.147,0.3333333333333333,1,0.998,Yes,very_high,17.415,1.253,1.548,1.941,21.827,33.797,11.969,54.837
2013-08-08,Moree,11,3.997,12.577,0.0,0,0.01,No,low,14.879,1.0,1.0,1.0,14.879,14.879,0.0,0.0
2015-03-13,Hobart,16,6.501,20.509,0.16666666666666666,1,0.035,No,low,21.59,1.217,1.0,1.217,26.268,26.268,0.0,0.0
2009-08-03,MountGambier,0,6.361,16.407,0.16666666666666666,0,0.839,Yes,very_high,19.678,1.037,1.406,1.458,20.4,28.689,8.29,40.637
2015-10-13,Mildura,7,2.841,7.855,1.0,1,0.002,No,low,11.335,1.4,1.0,1.4,15.868,15.868,0.0,0.0
2016-11-05,Moree,14,5.771,16.234,0.0,0,0.052,No,low,18.809,1.0,1.0,1.0,18.809,18.809,0.0,0.0
2016-01-23,Moree,7,6.11,11.568,0.0,1,0.109,No,low,17.307,1.18,1.0,1.18,20.422,20.422,0.0,0.0
2012-11-12,Dartmoor,7,4.587,17.803,0.8333333333333334,1,0.033,No,low,17.869,1.363,1.0,1.363,24.361,24.361,0.0,0.0
2011-08-02,MountGambier,19,2.612,7.999,0.16666666666666666,1,0.694,Yes,high,11.086,1.217,1.287,1.565,13.488,17.354,3.866,28.66
2017-02-19,Townsville,23,3.629,12.49,0.6666666666666666,0,0.523,Yes,moderate,14.345,1.147,1.162,1.332,16.448,19.108,2.66,16.17
2009-10-17,Richmond,15,2.213,10.564,1.0,0,0.028,No,low,11.624,1.22,1.0,1.22,14.181,14.181,0.0,0.0
2015-12-08,CoffsHarbour,19,5.875,16.494,0.6666666666666666,1,0.274,No,low,19.059,1.327,1.022,1.356,25.285,25.842,0.557,2.203
2010-06-04,WaggaWagga,23,1.208,6.408,0.0,0,0.103,No,low,8.522,1.0,1.0,1.0,8.522,8.522,0.0,0.0
2015-11-21,PearceRAAF,6,11.487,32.941,0.16666666666666666,0,0.011,No,low,33.543,1.037,1.0,1.037,34.773,34.773,0.0,0.0
2013-03-01,SalmonGums,12,10.06,22.568,0.16666666666666666,0,0.963,Yes,very_high,27.259,1.037,1.516,1.571,28.258,42.837,14.578,51.59
2012-05-21,SalmonGums,11,6.206,19.487,0.16666666666666666,0,0.014,No,low,20.762,1.037,1.0,1.037,21.524,21.524,0.0,0.0
2016-10-09,GoldCoast,5,8.203,22.027,0.0,0,0.613,Yes,high,24.525,1.0,1.225,1.225,24.525,30.053,5.527,22.538
2011-11-24,Darwin,18,7.859,22.78,1.0,1,0.615,Yes,high,24.377,1.4,1.227,1.718,34.128,41.872,7.743,22.689
2009-10-03,Watsonia,12,5.13,17.286,0.3333333333333333,0,0.126,No,low,18.386,1.073,1.0,1.073,19.734,19.734,0.0,0.0
2016-10-07,Sale,13,4.077,12.867,0.0,0,0.382,No,moderate,15.108,1.0,1.075,1.075,15.108,16.233,1.126,7.451
2012-01-19,Launceston,6,3.755,12.448,0.5,0,0.193,No,low,14.497,1.11,1.0,1.11,16.092,16.092,0.0,0.0
2010-02-10,Albury,7,11.749,33.274,0.3333333333333333,1,0.374,No,moderate,34.036,1.253,1.07,1.341,42.659,45.646,2.987,7.003
2013-04-28,Walpole,20,2.54,5.732,0.16666666666666666,0,0.438,No,moderate,10.036,1.037,1.107,1.147,10.404,11.516,1.111,10.681
2009-12-27,Albury,3,2.579,11.639,0.3333333333333333,0,0.677,Yes,high,12.57,1.073,1.274,1.367,13.492,17.185,3.693,27.369
2011-02-20,Moree,8,8.663,26.103,0.0,1,0.491,No,moderate,26.858,1.18,1.141,1.346,31.692,36.148,4.456,14.06
2009-08-26,Portland,8,8.153,22.846,0.8333333333333334,1,0.974,Yes,very_high,24.802,1.363,1.526,2.081,33.813,51.613,17.799,52.639
2010-05-27,Perth,13,3.91,9.342,0.5,0,0.994,Yes,very_high,13.402,1.11,1.544,1.714,14.876,22.969,8.093,54.399
2010-12-20,Ballarat,16,6.644,23.592,0.8333333333333334,1,0.706,Yes,high,23.078,1.363,1.296,1.767,31.463,40.779,9.317,29.612
2014-11-16,Hobart,13,7.215,21.336,0.16666666666666666,0,0.744,Yes,high,22.902,1.037,1.326,1.375,23.741,31.49,7.749,32.639
2016-05-08,Perth,5,1.619,4.542,0.5,0,0.049,No,low,8.293,1.11,1.0,1.11,9.205,9.205,0.0,0.0
2010-03-24,SydneyAirport,8,10.464,25.679,0.5,1,0.287,No,low,29.111,1.29,1.028,1.326,37.553,38.592,1.039,2.766
2016-08-20,Brisbane,19,7.214,15.84,0.0,1,0.648,Yes,high,20.591,1.18,1.251,1.476,24.298,30.398,6.1,25.107
2016-05-28,NorahHead,16,6.282,13.717,0.8333333333333334,1,0.461,No,moderate,18.441,1.363,1.121,1.528,25.142,28.187,3.046,12.114
2016-01-11,GoldCoast,17,7.25,20.78,0.0,1,0.208,No,low,22.715,1.18,1.001,1.181,26.803,26.835,0.031,0.116
2017-03-02,AliceSprings,17,5.795,16.923,0.5,1,0.058,No,low,19.131,1.29,1.0,1.29,24.679,24.679,0.0,0.0
2011-03-12,GoldCoast,18,4.406,20.807,0.0,1,0.592,Yes,moderate,18.887,1.18,1.21,1.428,22.287,26.968,4.682,21.008
2009-09-22,BadgerysCreek,4,1.0,6.377,0.6666666666666666,0,0.615,Yes,high,8.228,1.147,1.227,1.407,9.435,11.574,2.138,22.664
2010-02-28,WaggaWagga,10,5.161,18.965,0.0,0,0.43,No,moderate,19.133,1.0,1.102,1.102,19.133,21.085,1.952,10.204
2012-01-28,PearceRAAF,15,1.493,9.235,0.16666666666666666,0,0.308,No,low,10.094,1.037,1.037,1.075,10.464,10.847,0.383,3.661
2009-12-16,SydneyAirport,9,14.632,54.303,0.5,1,0.279,No,low,46.76,1.29,1.024,1.321,60.32,61.786,1.465,2.429
2017-03-14,Brisbane,19,4.354,11.767,0.0,1,0.792,Yes,high,15.02,1.18,1.366,1.612,17.724,24.214,6.489,36.614
2010-04-17,Canberra,13,14.479,53.491,0.3333333333333333,0,0.004,No,low,46.213,1.073,1.0,1.073,49.602,49.602,0.0,0.0
2012-09-23,CoffsHarbour,18,5.22,15.59,0.6666666666666666,1,0.489,No,moderate,17.795,1.327,1.139,1.511,23.608,26.893,3.285,13.915
2013-06-22,AliceSprings,19,3.027,11.575,0.5,1,0.003,No,low,13.148,1.29,1.0,1.29,16.961,16.961,0.0,0.0
2015-03-21,Walpole,14,10.278,28.572,0.16666666666666666,0,0.622,Yes,high,30.075,1.037,1.232,1.277,31.178,38.412,7.235,23.204
2016-12-26,AliceSprings,20,6.116,11.473,0.5,0,0.909,Yes,very_high,17.276,1.11,1.467,1.629,19.176,28.14,8.965,46.749
2014-02-12,Newcastle,16,17.865,38.104,0.5,1,0.253,No,low,44.322,1.29,1.014,1.308,57.175,57.987,0.812,1.42
2010-08-13,Hobart,19,2.969,9.552,0.16666666666666666,1,0.419,No,moderate,12.22,1.217,1.096,1.333,14.868,16.29,1.423,9.568
2012-06-15,Sale,9,10.546,19.164,0.0,1,0.32,No,low,26.486,1.18,1.042,1.23,31.253,32.58,1.327,4.247
2013-01-06,Woomera,14,10.893,33.545,1.0,0,0.019,No,low,32.995,1.22,1.0,1.22,40.254,40.254,0.0,0.0
2016-07-17,Walpole,14,7.602,16.558,0.16666666666666666,0,0.975,Yes,very_high,21.418,1.037,1.527,1.583,22.203,33.899,11.696,52.676
2010-03-07,GoldCoast,6,10.95,40.229,0.0,0,0.658,Yes,high,35.878,1.0,1.259,1.259,35.878,45.18,9.301,25.925
2010-08-29,Launceston,11,4.425,12.73,0.5,0,0.046,No,low,15.52,1.11,1.0,1.11,17.227,17.227,0.0,0.0
2012-06-27,Dartmoor,21,2.53,8.463,0.8333333333333334,0,0.319,No,low,11.17,1.183,1.042,1.233,13.217,13.769,0.552,4.176
2015-09-14,Penrith,16,3.233,13.34,0.3333333333333333,1,0.057,No,low,14.167,1.253,1.0,1.253,17.756,17.756,0.0,0.0
2013-07-07,Newcastle,7,4.98,14.434,0.5,1,0.109,No,low,16.985,1.29,1.0,1.29,21.911,21.911,0.0,0.0
2014-12-06,Bendigo,9,7.853,17.173,1.0,1,0.188,No,low,22.014,1.4,1.0,1.4,30.82,30.82,0.0,0.0
2016-04-23,Williamtown,7,2.67,6.62,0.5,1,0.833,Yes,very_high,10.584,1.29,1.401,1.807,13.654,19.126,5.472,40.077
2013-08-22,Townsville,1,3.757,11.848,0.6666666666666666,0,0.056,No,low,14.249,1.147,1.0,1.147,16.338,16.338,0.0,0.0
2012-06-16,Melbourne,21,2.837,8.41,0.6666666666666666,0,0.675,Yes,high,11.562,1.147,1.272,1.459,13.257,16.865,3.608,27.213
2014-12-29,Albury,12,8.752,22.533,0.3333333333333333,0,0.814,Yes,very_high,25.479,1.073,1.384,1.486,27.347,37.859,10.512,38.438
2010-08-11,Witchcliffe,9,14.409,32.379,0.6666666666666666,1,0.995,Yes,very_high,37.252,1.327,1.546,2.051,49.42,76.39,26.969,54.571
2016-05-30,Canberra,16,2.202,10.814,0.3333333333333333,1,0.023,No,low,11.714,1.253,1.0,1.253,14.682,14.682,0.0,0.0
2013-03-24,CoffsHarbour,0,6.848,14.873,0.6666666666666666,0,0.905,Yes,very_high,19.691,1.147,1.463,1.678,22.579,33.043,10.464,46.342
2015-09-27,Darwin,8,9.447,21.35,1.0,1,0.409,No,moderate,25.921,1.4,1.09,1.526,36.289,39.545,3.255,8.971
2015-06-18,CoffsHarbour,17,4.156,19.817,0.6666666666666666,1,0.149,No,low,18.134,1.327,1.0,1.327,24.058,24.058,0.0,0.0
2011-07-15,Perth,16,1.564,6.114,0.5,1,0.995,Yes,very_high,8.88,1.29,1.545,1.993,11.455,17.701,6.246,54.533
2011-09-13,Brisbane,23,10.218,34.887,0.0,0,0.044,No,low,32.647,1.0,1.0,1.0,32.647,32.647,0.0,0.0
2010-09-02,Bendigo,16,1.48,6.389,1.0,1,0.045,No,low,8.881,1.4,1.0,1.4,12.434,12.434,0.0,0.0
2012-01-27,Albany,13,12.106,22.164,0.16666666666666666,0,0.505,Yes,moderate,29.852,1.037,1.149,1.192,30.946,35.569,4.622,14.937
2015-07-21,Moree,18,2.791,11.024,0.0,1,0.02,No,low,12.598,1.18,1.0,1.18,14.866,14.866,0.0,0.0
2014-05-04,Melbourne,20,1.292,4.752,0.6666666666666666,0,0.877,Yes,very_high,7.94,1.147,1.439,1.65,9.105,13.103,3.998,43.915
2013-06-12,NorfolkIsland,18,3.413,10.128,1.0,1,0.23,No,low,13.062,1.4,1.006,1.409,18.286,18.403,0.117,0.64
2016-02-10,NorfolkIsland,22,4.712,22.904,1.0,0,0.792,Yes,high,20.181,1.22,1.367,1.667,24.621,33.646,9.025,36.655
2017-01-20,Darwin,18,5.408,16.725,1.0,1,0.993,Yes,very_high,18.525,1.4,1.544,2.161,25.935,40.037,14.102,54.374
2013-07-04,Uluru,20,7.221,16.853,1.0,0,0.037,No,low,21.027,1.22,1.0,1.22,25.653,25.653,0.0,0.0
2013-11-08,MountGinini,6,5.738,34.236,0.3333333333333333,0,0.875,Yes,very_high,26.326,1.073,1.437,1.542,28.257,40.605,12.348,43.7
2014-05-02,Penrith,18,13.693,42.206,0.3333333333333333,1,0.103,No,low,40.413,1.253,1.0,1.253,50.651,50.651,0.0,0.0
2016-04-02,Sydney,12,4.56,10.345,0.3333333333333333,0,0.017,No,low,14.701,1.073,1.0,1.073,15.779,15.779,0.0,0.0
2011-09-07,Albury,15,5.942,12.539,0.3333333333333333,0,0.045,No,low,17.488,1.073,1.0,1.073,18.77,18.77,0.0,0.0
2012-11-25,Portland,17,5.617,13.714,0.8333333333333334,1,0.108,No,low,17.542,1.363,1.0,1.363,23.916,23.916,0.0,0.0
2014-09-17,Townsville,22,1.154,6.898,0.6666666666666666,0,0.002,No,low,8.655,1.147,1.0,1.147,9.925,9.925,0.0,0.0
2013-05-29,AliceSprings,23,1.879,8.262,0.5,0,0.011,No,low,10.206,1.11,1.0,1.11,11.329,11.329,0.0,0.0
2012-06-30,Cairns,8,4.993,14.747,0.16666666666666666,1,0.255,No,low,17.135,1.217,1.015,1.235,20.848,21.156,0.308,1.477
2012-06-04,Watsonia,18,6.424,18.276,0.3333333333333333,1,0.99,Yes,very_high,20.548,1.253,1.541,1.932,25.754,39.69,13.936,54.112
2013-09-15,Canberra,18,1.0,4.704,0.3333333333333333,1,0.138,No,low,7.526,1.253,1.0,1.253,9.432,9.432,0.0,0.0
2009-07-02,Sale,10,14.08,40.279,0.0,0,0.872,Yes,very_high,40.126,1.0,1.435,1.435,40.126,57.576,17.45,43.488
2016-07-24,Bendigo,6,6.765,14.578,1.0,0,0.943,Yes,very_high,19.456,1.22,1.498,1.827,23.736,35.554,11.818,49.791
2014-04-13,Nhil,3,4.803,12.042,0.6666666666666666,0,0.031,No,low,15.742,1.147,1.0,1.147,18.051,18.051,0.0,0.0
2013-08-14,Hobart,18,6.564,12.531,0.16666666666666666,1,0.807,Yes,very_high,18.324,1.217,1.379,1.678,22.294,30.75,8.455,37.926
2012-04-20,SydneyAirport,13,3.271,10.827,0.5,0,0.428,No,moderate,13.163,1.11,1.101,1.222,14.611,16.09,1.479,10.121
2013-04-03,MountGinini,23,5.447,20.185,0.3333333333333333,0,0.739,Yes,high,20.032,1.073,1.323,1.42,21.501,28.445,6.944,32.297
2012-02-20,BadgerysCreek,13,6.037,13.083,0.6666666666666666,0,0.613,Yes,high,17.845,1.147,1.225,1.405,20.462,25.066,4.603,22.497
2015-12-13,Newcastle,22,10.293,24.976,0.5,0,0.348,No,low,28.586,1.11,1.057,1.173,31.73,33.525,1.795,5.657
2011-10-30,PearceRAAF,11,4.281,9.074,0.16666666666666666,0,0.011,No,low,13.791,1.037,1.0,1.037,14.296,14.296,0.0,0.0
2011-07-28,Penrith,18,1.516,6.919,0.3333333333333333,1,0.26,No,low,9.153,1.253,1.017,1.274,11.471,11.664,0.193,1.684
2016-04-29,Richmond,5,2.478,8.61,1.0,0,0.191,No,low,11.162,1.22,1.0,1.22,13.618,13.618,0.0,0.0
2013-04-02,Uluru,15,4.043,17.902,1.0,0,0.033,No,low,17.176,1.22,1.0,1.22,20.955,20.955,0.0,0.0
2015-03-02,PerthAirport,19,1.666,5.389,0.6666666666666666,1,0.032,No,low,8.712,1.327,1.0,1.327,11.558,11.558,0.0,0.0
2011-03-09,MelbourneAirport,21,2.27,8.761,0.8333333333333334,0,0.788,Yes,high,10.944,1.183,1.363,1.613,12.95,17.653,4.703,36.32
2009-05-13,Ballarat,19,2.496,9.55,0.8333333333333334,1,0.791,Yes,high,11.581,1.363,1.366,1.862,15.789,21.563,5.774,36.57
