Date,Location,service_zone,weekday,time_bucket,time_bucket_label,rain_probability,rain_risk_level,base_demand_index,demand_index_with_rain,target_zone_demand_with_rain,trip_distance_km,trip_duration_min,pickup_distance_km,relocation_distance_km,current_request_fare,future_request_fare,score_wait,no_rain_score_wait,score_accept,no_rain_score_accept,score_relocate,no_rain_score_relocate,action_with_rain_signal,action_without_rain_signal,action_changed_by_rain_signal,expected_reward_with_rain_policy,expected_reward_no_rain_policy_under_rain,rain_policy_reward_gain
2010-03-24,SydneyAirport,39,2,1,morning,0.2873,low,0.629,0.6963,0.9688,1.4552,11.6721,0.5442,1.546,11.0668,11.6691,3.3952,2.9969,7.8926,7.9039,6.8721,5.7496,accept,accept,False,7.8926,7.8926,0.0
2016-08-20,Brisbane,8,5,3,evening,0.6475,high,0.6524,0.8383,1.1863,1.56,10.4261,0.1684,2.1114,10.685,13.5659,5.4108,4.1323,7.8739,7.8812,9.0571,7.8282,relocate,accept,True,9.0571,7.8739,1.1832
2016-05-28,NorahHead,27,5,2,afternoon,0.4608,moderate,0.4974,0.6189,0.8871,6.6739,25.5019,2.1165,1.907,23.9205,28.6407,11.5716,9.8073,15.1282,15.1963,17.5825,13.9665,relocate,accept,True,17.5825,15.1282,2.4543
2016-01-11,GoldCoast,15,0,2,afternoon,0.2084,low,0.5696,0.6146,0.8382,4.1525,11.6672,1.6048,2.9762,14.7061,17.6233,5.9283,5.5258,9.9546,9.979,8.2712,7.331,accept,accept,False,9.9546,9.9546,0.0
2017-03-02,AliceSprings,4,3,2,afternoon,0.0584,low,0.4068,0.416,0.5512,13.2693,28.598,1.9731,2.9897,34.1248,28.6208,8.6175,8.4841,22.0033,22.012,10.562,11.1762,accept,accept,False,22.0033,22.0033,0.0
2011-03-12,GoldCoast,15,5,3,evening,0.5922,moderate,0.5433,0.7096,0.9641,13.2456,32.1442,0.2196,1.4973,35.5822,30.7068,14.0345,11.4466,23.498,23.5068,20.8901,19.3971,accept,accept,False,23.498,23.498,0.0
2009-09-22,BadgerysCreek,5,1,0,night,0.6148,high,0.3955,0.5697,0.8236,2.0206,7.9783,0.6036,1.8803,10.2787,11.0255,2.3348,1.3609,7.5808,7.6061,5.057,3.4105,accept,accept,False,7.5808,7.5808,0.0
2010-02-28,WaggaWagga,43,6,1,morning,0.4297,moderate,0.7246,0.836,1.0342,5.0535,15.6933,0.1875,1.9842,17.6134,20.3542,9.5959,8.447,12.2735,12.2792,13.59,12.0024,relocate,accept,True,13.59,12.2735,1.3165
2012-01-28,PearceRAAF,30,5,2,afternoon,0.3075,low,0.494,0.5673,0.7916,1.577,6.5166,0.4756,0.8251,9.0659,8.7226,1.2096,0.8855,6.9005,6.911,4.5785,3.9608,accept,accept,False,6.9005,6.9005,0.0
2009-12-16,SydneyAirport,39,2,1,morning,0.2793,low,0.5275,0.5925,0.861,6.6001,21.5785,1.8078,2.5293,22.1731,20.7399,7.2748,6.5914,14.3261,14.3624,11.114,9.1979,accept,accept,False,14.3261,14.3261,0.0
2017-03-14,Brisbane,8,1,3,evening,0.7918,high,0.732,0.971,1.252,11.7561,39.172,1.6187,2.4604,36.523,45.62,28.3556,22.8273,23.0712,23.156,35.6794,33.7343,relocate,relocate,False,35.6794,35.6794,0.0
2010-04-17,Canberra,10,5,2,afternoon,0.004,low,0.6007,0.601,0.8138,4.5819,13.0822,1.2796,0.8326,15.8802,18.1491,6.0696,6.0667,10.8019,10.8023,10.7642,10.4024,accept,accept,False,10.8019,10.8019,0.0
2012-09-23,CoffsHarbour,12,6,3,evening,0.489,moderate,0.3709,0.5018,0.7106,3.0352,9.9695,0.595,2.6489,12.4846,14.9653,3.7255,2.7325,8.9661,8.9863,5.7372,5.7401,accept,accept,False,8.9661,8.9661,0.0
2013-06-22,AliceSprings,4,5,3,evening,0.0028,low,0.4951,0.4953,0.8247,5.4093,13.0217,0.1001,8.8521,16.9716,16.5267,4.3727,4.371,12.0534,12.0534,0.8011,0.904,accept,accept,False,12.0534,12.0534,0.0
2015-03-21,Walpole,44,5,2,afternoon,0.6221,high,0.6931,0.8699,1.0119,7.5065,17.3944,0.2573,1.0456,21.6394,20.817,10.2403,8.3742,14.8997,14.9106,14.7271,12.9869,accept,accept,False,14.8997,14.8997,0.0
2016-12-26,AliceSprings,4,0,3,evening,0.9093,very_high,0.5927,0.8768,0.975,7.5393,20.2059,0.7479,0.8252,22.8645,27.0335,14.2894,10.3953,15.3427,15.3869,19.1231,18.4352,relocate,relocate,False,19.1231,19.1231,0.0
2014-02-12,Newcastle,25,2,2,afternoon,0.2533,low,0.3573,0.4148,0.749,3.0605,10.8655,0.3015,3.0512,12.8952,12.9028,2.2294,1.8532,9.31,9.3155,4.3816,2.7366,accept,accept,False,9.31,9.31,0.0
2010-08-13,Hobart,16,4,3,evening,0.419,moderate,0.5834,0.6913,1.0151,2.5229,8.9858,1.6766,1.49,11.38,10.7925,2.8869,2.2966,7.819,7.8684,6.5889,5.9929,accept,accept,False,7.819,7.819,0.0
2012-06-15,Sale,36,4,1,morning,0.32,low,0.4912,0.5682,0.9363,4.8698,16.1063,2.6077,3.7662,17.5389,15.838,4.6511,4.0326,11.1771,11.2367,7.1406,4.6126,accept,accept,False,11.1771,11.1771,0.0
2013-01-06,Woomera,49,6,2,afternoon,0.0195,low,0.4971,0.4995,0.788,3.2147,10.2494,1.0344,1.815,12.8446,12.3733,2.5461,2.5315,9.0101,9.0116,5.7419,4.9165,accept,accept,False,9.0101,9.0101,0.0
2016-07-17,Walpole,44,6,2,afternoon,0.9748,very_high,0.5215,0.8315,1.012,8.9829,32.3419,0.2301,1.221,29.9105,35.0331,18.5997,13.0943,19.5727,19.5871,25.3913,18.8436,relocate,accept,True,25.3913,19.5727,5.8186
2010-03-07,GoldCoast,15,6,0,night,0.6583,high,0.3129,0.5027,0.6799,3.1862,10.1246,2.2434,1.7931,12.7537,10.3758,1.6677,0.6695,8.4484,8.5482,3.8352,2.6672,accept,accept,False,8.4484,8.4484,0.0
2010-08-29,Launceston,18,6,1,morning,0.0461,low,0.6068,0.6136,0.8748,4.3536,13.0123,0.8684,2.9892,15.5425,17.6308,5.923,5.8619,10.7468,10.7498,8.6501,7.7157,accept,accept,False,10.7468,10.7468,0.0
2012-06-27,Dartmoor,13,2,3,evening,0.3185,low,0.5126,0.5892,0.8976,5.3186,16.892,0.8135,2.9193,18.4748,17.2512,5.5171,4.8474,12.5209,12.5394,8.7062,8.2394,accept,accept,False,12.5209,12.5209,0.0
2015-09-14,Penrith,31,0,2,afternoon,0.057,low,0.5873,0.5962,0.7983,1.2299,5.4014,1.2113,0.5874,8.1289,8.1977,1.0766,1.0395,6.0233,6.0285,4.5474,4.3946,accept,accept,False,6.0233,6.0233,0.0
2013-07-07,Newcastle,25,6,0,night,0.1088,low,0.2646,0.2846,0.4264,2.6907,13.2052,0.2469,2.9832,13.3787,13.6203,1.6214,1.4834,9.5038,9.5058,2.2475,2.3967,accept,accept,False,9.5038,9.5038,0.0
2014-12-06,Bendigo,7,5,1,morning,0.1882,low,0.6118,0.6515,0.8969,12.904,34.6303,0.5738,2.0266,36.1651,36.4142,16.1286,15.3963,23.5784,23.5863,23.0177,20.714,accept,accept,False,23.5784,23.5784,0.0
2016-04-23,Williamtown,46,5,1,morning,0.8328,very_high,0.5309,0.7855,1.0594,7.3016,23.5583,0.8351,2.1496,23.9516,23.8781,11.1653,8.0833,15.8225,15.8683,16.5061,11.4959,relocate,accept,True,16.5061,15.8225,0.6836
2013-08-22,Townsville,40,3,0,night,0.0555,low,0.4676,0.4762,0.6104,3.1546,8.9221,0.972,2.5306,12.2059,11.8806,2.1853,2.1333,8.6884,8.6924,3.3566,3.6228,accept,accept,False,8.6884,8.6884,0.0
2012-06-16,Melbourne,19,5,3,evening,0.675,high,0.6769,0.8727,1.0392,6.6179,20.3486,1.1672,0.812,21.6806,20.6895,10.1892,8.1353,14.3411,14.3942,15.2318,14.955,relocate,relocate,False,15.2318,15.2318,0.0
2014-12-29,Albury,3,0,1,morning,0.8135,very_high,0.4846,0.7319,0.9664,8.8884,22.4825,1.3728,0.5651,25.642,31.744,14.9691,10.9901,16.8358,16.9095,22.7466,16.9793,relocate,relocate,False,22.7466,22.7466,0.0
2010-08-11,Witchcliffe,47,2,1,morning,0.9954,very_high,0.4403,0.7585,0.907,3.5271,9.4093,0.5448,0.6062,12.9135,13.4786,4.8114,2.6372,9.3215,9.3562,8.764,6.4375,accept,accept,False,9.3215,9.3215,0.0
2016-05-30,Canberra,10,0,2,afternoon,0.0229,low,0.5737,0.5765,0.8417,7.0762,22.1779,0.1174,3.6116,23.0676,23.5545,8.4781,8.4441,15.6107,15.6109,11.5162,10.2686,accept,accept,False,15.6107,15.6107,0.0
2013-03-24,CoffsHarbour,12,6,0,night,0.9047,very_high,0.364,0.6463,0.8282,6.4338,17.7882,0.741,3.5915,20.3567,19.2025,7.0368,4.2881,13.7856,13.8292,8.5048,5.2189,accept,accept,False,13.7856,13.7856,0.0
2015-09-27,Darwin,14,6,1,morning,0.4088,moderate,0.4833,0.5879,0.8624,1.5996,9.6403,0.759,0.5,10.4083,10.1878,2.023,1.4827,7.4897,7.5115,6.3034,5.0821,accept,accept,False,7.4897,7.4897,0.0
2015-06-18,CoffsHarbour,12,3,3,evening,0.1485,low,0.4402,0.4697,0.722,3.5413,13.6399,0.1132,1.8772,14.7096,13.8832,3.0135,2.8058,10.4467,10.4479,6.0709,6.5572,accept,accept,False,10.4467,10.4467,0.0
2011-07-15,Perth,32,4,2,afternoon,0.995,very_high,0.5485,0.8665,1.0802,10.9555,32.2969,0.5177,1.3099,32.5546,37.5941,20.8456,14.7847,21.2765,21.3095,28.7913,20.8317,relocate,accept,True,28.7913,21.2765,7.5148
2011-09-13,Brisbane,8,1,3,evening,0.0439,low,0.6807,0.6871,1.0264,12.6739,23.8264,0.901,0.9028,31.3168,29.0294,12.7732,12.6785,20.8501,20.853,21.4151,21.3143,relocate,relocate,False,21.4151,21.4151,0.0
2010-09-02,Bendigo,7,3,2,afternoon,0.0449,low,0.4806,0.4872,0.7244,7.3406,17.7382,0.5086,4.0924,21.5599,15.158,3.7,3.6492,14.7156,14.7173,4.3509,3.7686,accept,accept,False,14.7156,14.7156,0.0
2012-01-27,Albany,2,4,2,afternoon,0.5046,moderate,0.4071,0.5432,0.742,2.6212,12.3152,0.9437,4.6387,12.9109,13.5403,3.3695,2.4352,8.9507,8.9837,2.9238,1.6612,accept,accept,False,8.9507,8.9507,0.0
2015-07-21,Moree,22,1,3,evening,0.0199,low,0.775,0.7774,1.095,0.8,5.9798,0.4866,2.2241,7.7915,7.7766,1.5814,1.572,6.0552,6.0559,3.8272,3.8504,accept,accept,False,6.0552,6.0552,0.0
2014-05-04,Melbourne,19,6,3,evening,0.8771,very_high,0.7219,0.9936,1.1876,2.3522,12.6128,1.4651,1.2484,12.6729,12.0663,5.4312,3.7694,8.547,8.6309,8.7644,8.1766,relocate,accept,True,8.7644,8.547,0.2174
2013-06-12,NorfolkIsland,28,2,3,evening,0.2295,low,0.704,0.7549,0.9418,1.4156,6.1494,0.325,1.4304,8.6938,10.2303,2.9101,2.6464,6.7328,6.7383,5.7742,6.4035,accept,accept,False,6.7328,6.7328,0.0
2016-02-10,NorfolkIsland,28,2,3,evening,0.7923,high,0.6784,0.9176,1.1869,11.4689,32.0545,0.8883,0.778,33.1458,21.5448,11.2239,8.611,21.5449,21.5915,17.2823,15.6675,accept,accept,False,21.5449,21.5449,0.0
2017-01-20,Darwin,14,4,3,evening,0.9932,very_high,0.4875,0.8048,1.0425,0.8249,8.7874,0.9535,1.4125,9.0043,11.4934,3.9311,2.0822,6.4999,6.5606,7.4024,5.9153,relocate,accept,True,7.4024,6.4999,0.9025
2013-07-04,Uluru,42,3,3,evening,0.0365,low,0.6394,0.6445,0.8014,1.6382,4.0642,1.5248,1.0045,8.1185,9.7276,2.0755,2.0503,5.9772,5.9814,5.0684,6.1107,accept,relocate,True,5.9772,5.0684,0.9088
2013-11-08,MountGinini,24,4,0,night,0.8747,very_high,0.3089,0.5795,0.7369,4.8011,10.1322,0.6726,4.4399,14.937,14.1273,3.9058,1.967,10.6116,10.65,3.4571,1.3476,accept,accept,False,10.6116,10.6116,0.0
2014-05-02,Penrith,31,4,3,evening,0.1032,low,0.6665,0.6853,1.0833,4.1319,13.1792,2.4868,0.5,15.3134,14.8905,5.077,4.9356,9.8977,9.9167,11.4529,10.7649,relocate,relocate,False,11.4529,11.4529,0.0
2016-04-02,Sydney,38,5,1,morning,0.0171,low,0.4721,0.4741,0.6793,10.615,33.9114,2.3836,3.3389,32.7731,36.5635,12.9183,12.8816,20.5314,20.5344,16.8542,16.2558,accept,accept,False,20.5314,20.5314,0.0
2011-09-07,Albury,3,2,2,afternoon,0.0454,low,0.3765,0.3832,0.6144,6.173,15.2369,0.3358,0.9497,18.933,21.199,5.2524,5.1804,13.152,13.1531,10.0533,9.3147,accept,accept,False,13.152,13.152,0.0
2012-11-25,Portland,34,6,2,afternoon,0.1081,low,0.3245,0.3444,0.5666,3.7315,12.9764,0.7736,2.9648,14.6876,13.8786,2.1293,1.9898,10.2002,10.2064,3.5459,3.027,accept,accept,False,10.2002,10.2002,0.0
2014-09-17,Townsville,40,2,3,evening,0.0019,low,0.6033,0.6034,0.9983,9.0887,34.7905,0.2188,1.7374,31.0817,24.7871,9.4167,9.4151,20.2145,20.2145,16.7779,15.9574,accept,accept,False,20.2145,20.2145,0.0
2013-05-29,AliceSprings,4,2,3,evening,0.0115,low,0.5497,0.5509,0.9134,3.0877,13.6565,1.1296,3.3744,14.1042,19.1401,6.0778,6.0662,9.6016,9.6026,9.6896,9.416,relocate,accept,True,9.6896,9.6016,0.088
2012-06-30,Cairns,9,5,1,morning,0.2549,low,0.7111,0.7691,0.9769,11.1641,24.9761,0.5211,0.6331,29.7615,35.2203,17.6009,16.566,19.8585,19.8681,25.452,23.6334,relocate,relocate,False,25.452,25.452,0.0
2012-06-04,Watsonia,45,0,3,evening,0.9904,very_high,0.5056,0.8217,1.0389,2.104,8.7052,1.0036,1.204,10.6965,11.3761,3.9578,2.1342,7.6503,7.7141,7.5204,6.1966,accept,accept,False,7.6503,7.6503,0.0
2013-09-15,Canberra,10,6,3,evening,0.1385,low,0.8669,0.8939,1.3229,4.0255,16.3934,0.6384,1.4984,16.5197,17.616,8.4192,8.1778,11.2821,11.2886,13.1604,12.7059,relocate,relocate,False,13.1604,13.1604,0.0
2009-07-02,Sale,36,3,1,morning,0.8723,very_high,0.5006,0.7704,0.924,0.8,7.0013,5.0529,2.0119,8.2205,9.3155,2.455,1.181,4.3621,4.6501,4.3592,2.9947,accept,accept,False,4.3621,4.3621,0.0
2016-07-24,Bendigo,7,6,0,night,0.9432,very_high,0.421,0.7184,0.8348,7.5892,18.5298,0.8027,1.9901,22.2279,25.5878,11.3098,7.4512,14.9973,15.0463,14.5805,10.9789,accept,accept,False,14.9973,14.9973,0.0
2014-04-13,Nhil,26,6,0,night,0.0312,low,0.3636,0.3679,0.6073,4.615,12.1361,0.6396,0.7716,15.5274,11.2891,1.3068,1.2828,10.8933,10.8948,5.0067,4.5739,accept,accept,False,10.8933,10.8933,0.0
2013-08-14,Hobart,16,2,3,evening,0.8075,very_high,0.609,0.8539,1.0396,11.183,25.0203,1.8195,0.5924,29.8056,29.4291,15.4797,11.8251,19.3405,19.4375,22.3071,20.7015,relocate,relocate,False,22.3071,22.3071,0.0
2012-04-20,SydneyAirport,39,4,2,afternoon,0.4283,moderate,0.5041,0.615,0.9289,3.448,10.5354,1.8933,1.5694,13.2796,12.9048,3.5402,2.8147,8.9292,8.9861,7.4475,5.546,accept,accept,False,8.9292,8.9292,0.0
2013-04-03,MountGinini,24,2,3,evening,0.7393,high,0.6432,0.8626,1.0655,1.2131,6.4555,1.0806,1.8265,8.549,8.684,2.4911,1.5252,6.2946,6.3479,4.8587,4.4286,accept,accept,False,6.2946,6.2946,0.0
2012-02-20,BadgerysCreek,5,0,2,afternoon,0.6126,high,0.4023,0.5757,0.6802,5.6543,15.7381,1.9912,1.5048,18.4433,21.3134,7.3771,5.5031,12.0846,12.1676,10.3326,9.0768,accept,accept,False,12.0846,12.0846,0.0
2015-12-13,Newcastle,25,6,3,evening,0.3484,low,0.5951,0.6808,0.9243,2.7524,9.2569,4.1203,0.5,11.8037,9.1064,1.9189,1.5235,7.0658,7.1679,5.9139,5.9734,accept,accept,False,7.0658,7.0658,0.0
2011-10-30,PearceRAAF,30,6,1,morning,0.0111,low,0.6279,0.629,0.9411,6.8928,19.9574,0.5959,1.8849,21.8874,18.3335,6.4218,6.4111,14.7507,14.7512,11.1031,9.6328,accept,accept,False,14.7507,14.7507,0.0
2011-07-28,Penrith,31,3,3,evening,0.2605,low,0.5993,0.6589,0.8935,2.1404,9.6628,0.2593,2.6222,11.1479,10.4538,2.5306,2.215,8.2075,8.2124,4.2899,4.5785,accept,accept,False,8.2075,8.2075,0.0
2016-04-29,Richmond,35,4,0,night,0.1905,low,0.3596,0.3999,0.6193,9.9398,25.1361,1.0972,2.2214,28.1759,29.9552,8.9151,8.3033,18.5131,18.5284,13.3042,11.8684,accept,accept,False,18.5131,18.5131,0.0
2013-04-02,Uluru,42,1,2,afternoon,0.0334,low,0.6291,0.6336,0.9032,4.3514,12.1623,1.6832,1.6909,15.1826,17.685,6.1299,6.0889,10.2156,10.2198,10.4508,9.4482,relocate,accept,True,10.4508,10.2156,0.2352
2015-03-02,PerthAirport,33,0,3,evening,0.0321,low,0.6922,0.6965,0.919,3.742,8.6534,2.3163,2.0949,12.8861,16.5548,6.0742,6.0377,8.6109,8.6165,9.3641,10.4915,relocate,relocate,False,9.3641,9.3641,0.0
2011-03-09,MelbourneAirport,20,2,3,evening,0.7883,high,0.6931,0.9308,1.1218,9.5207,19.555,1.3847,1.0351,25.2661,25.1914,13.8,10.7642,16.7748,16.8471,19.7469,18.4014,relocate,relocate,False,19.7469,19.7469,0.0
2009-05-13,Ballarat,6,2,3,evening,0.7913,high,0.5151,0.7539,0.9993,7.6624,22.0188,0.9064,4.0949,23.7922,27.7077,12.9936,9.6387,15.7895,15.837,16.3488,13.9433,relocate,accept,True,16.3488,15.7895,0.5593
2011-08-03,NorfolkIsland,28,2,0,night,0.2962,low,0.3379,0.4078,0.6431,2.3853,7.8141,0.4034,1.2899,10.7021,12.2702,1.9296,1.4946,7.968,7.9766,5.1981,4.273,accept,accept,False,7.968,7.968,0.0
2011-07-14,Melbourne,19,3,1,morning,0.255,low,0.6783,0.7363,0.9645,7.519,30.0005,2.0501,2.6795,26.9508,30.2186,14.1731,13.2845,16.9317,16.9695,19.2073,17.2756,relocate,relocate,False,19.2073,19.2073,0.0
2013-09-25,Witchcliffe,47,2,0,night,0.9267,very_high,0.3104,0.6014,0.7299,6.5345,17.6006,1.159,1.6409,20.4138,21.156,7.5758,4.455,13.6624,13.732,10.7239,7.674,accept,accept,False,13.6624,13.6624,0.0
2009-06-12,Sydney,38,4,0,night,0.0906,low,0.3219,0.3378,0.5275,3.896,10.1328,0.1227,3.4741,13.7154,13.4421,1.9232,1.8148,10.001,10.0018,2.4398,2.2321,accept,accept,False,10.001,10.001,0.0
2011-07-29,Newcastle,25,4,2,afternoon,0.1059,low,0.4168,0.4361,0.7131,7.1281,18.8908,3.0933,1.2671,21.7571,19.1504,4.9684,4.7808,13.6859,13.7102,9.7591,8.4183,accept,accept,False,13.6859,13.6859,0.0
2016-11-26,Cairns,9,5,3,evening,0.426,moderate,0.6623,0.7724,1.0711,9.9116,25.0665,0.2843,3.4951,28.1086,24.4618,11.3495,9.9834,18.813,18.8215,15.6259,14.6123,accept,accept,False,18.813,18.813,0.0
2010-11-20,Ballarat,6,5,3,evening,0.1588,low,0.5904,0.6224,0.8896,3.9791,17.1222,1.7447,4.4455,16.7632,18.3064,6.3466,6.049,10.9347,10.9551,7.6349,8.0835,accept,accept,False,10.9347,10.9347,0.0
2009-07-29,Adelaide,1,2,3,evening,0.5785,moderate,0.538,0.6994,0.9791,3.9889,10.6679,1.0267,0.9686,14.0655,14.5133,4.9764,3.7885,9.8254,9.866,9.7109,8.8272,accept,accept,False,9.8254,9.8254,0.0
2010-12-15,Sydney,38,2,3,evening,0.4486,moderate,0.5239,0.6414,0.8818,3.8345,8.7652,0.1435,3.2474,13.0579,12.7664,3.6408,2.8804,9.6341,9.6386,5.0988,4.9608,accept,accept,False,9.6341,9.6341,0.0
2015-03-08,Katherine,17,6,3,evening,0.0287,low,0.5643,0.5681,0.8906,2.3092,6.3768,0.7228,5.1056,9.9956,11.3922,2.5025,2.4807,7.4468,7.4484,2.1254,2.2191,accept,accept,False,7.4468,7.4468,0.0
2012-02-13,Woomera,49,0,0,night,0.0015,low,0.3976,0.3977,0.6348,3.9496,14.4951,0.5964,2.3456,15.6199,15.7749,3.2572,3.2564,10.8116,10.8116,5.831,5.2877,accept,accept,False,10.8116,10.8116,0.0
2015-03-06,Cobar,11,4,1,morning,0.0012,low,0.7486,0.7486,1.1637,3.6405,12.7435,0.1739,3.9183,14.4669,13.0639,4.506,4.5055,10.3161,10.3162,6.6004,4.9151,accept,accept,False,10.3161,10.3161,0.0
2009-05-03,Mildura,21,6,2,afternoon,0.0038,low,0.6523,0.6526,0.8685,3.4878,5.3034,1.1258,4.512,11.136,11.1362,2.8561,2.8544,8.1376,8.1379,2.4682,2.2256,accept,accept,False,8.1376,8.1376,0.0
2009-11-16,Walpole,44,0,3,evening,0.8627,very_high,0.7037,0.9697,1.1761,3.4495,9.704,1.7618,3.567,12.9325,15.0417,7.3286,5.2996,8.8029,8.9024,8.6627,7.7647,accept,accept,False,8.8029,8.8029,0.0
2013-12-25,Hobart,16,2,0,night,0.2955,low,0.4446,0.5144,0.6688,1.6344,10.3601,0.802,1.0556,10.7577,9.5364,1.3465,1.0094,7.6624,7.6794,4.1275,3.8742,accept,accept,False,7.6624,7.6624,0.0
2016-01-19,NorfolkIsland,28,1,2,afternoon,0.348,low,0.431,0.5165,0.6703,8.1654,17.5116,0.6188,2.5726,22.5781,24.19,8.0513,7.0024,15.3864,15.4017,10.6108,9.7461,accept,accept,False,15.3864,15.3864,0.0
2011-03-15,Moree,22,1,2,afternoon,0.0263,low,0.7126,0.716,0.9245,2.6874,9.1035,1.1974,2.7949,11.6515,12.0207,3.7075,3.6868,8.1991,8.2015,5.4056,5.1743,accept,accept,False,8.1991,8.1991,0.0
2014-09-06,Perth,32,5,0,night,0.9844,very_high,0.4454,0.7592,0.9101,10.2673,26.0237,0.1177,0.5,28.9909,26.842,12.5656,8.2952,19.4244,19.4318,18.2994,13.6978,accept,accept,False,19.4244,19.4244,0.0
2010-04-07,Darwin,14,2,1,morning,0.829,very_high,0.5701,0.8232,1.0645,1.9465,7.5397,0.6045,1.7421,9.9944,9.9544,3.0958,1.8184,7.4151,7.448,5.9591,4.0753,accept,accept,False,7.4151,7.4151,0.0
2014-05-10,Moree,22,5,3,evening,0.0908,low,0.7042,0.7202,1.0311,11.7663,24.858,0.5707,2.1037,30.5248,24.5495,10.7507,10.5522,20.3717,20.3755,16.6709,16.8649,accept,accept,False,20.3717,20.3717,0.0
2016-01-04,Richmond,35,0,2,afternoon,0.9863,very_high,0.4988,0.8133,0.9336,3.2012,10.3664,0.9209,2.655,12.8755,13.6023,5.2613,3.0923,9.0709,9.1292,6.7622,4.6759,accept,accept,False,9.0709,9.0709,0.0
2015-12-14,Ballarat,6,0,1,morning,0.0116,low,0.6009,0.6021,0.8454,7.5785,27.8634,0.1617,0.8407,26.1336,21.8292,7.9203,7.9069,17.3101,17.3102,13.5424,12.6947,accept,accept,False,17.3101,17.3101,0.0
2013-07-30,NorahHead,27,1,3,evening,0.7846,high,0.5326,0.7689,0.9393,4.5839,15.5455,0.1141,1.6406,16.9174,20.3155,8.8817,6.4477,11.8351,11.8411,12.7857,11.9707,relocate,relocate,False,12.7857,12.7857,0.0
2010-05-24,Melbourne,19,0,1,morning,0.948,very_high,0.5841,0.8834,1.0303,1.4444,6.0722,0.3411,2.2211,8.7003,8.9283,2.7398,1.3849,6.7359,6.7568,4.4202,2.989,accept,accept,False,6.7359,6.7359,0.0
2012-09-29,GoldCoast,15,5,3,evening,0.2506,low,0.6155,0.6722,0.8778,1.5132,9.2029,1.1616,1.3941,10.108,9.6453,2.168,1.8906,7.144,7.1651,5.0208,5.472,accept,accept,False,7.144,7.144,0.0
2011-06-08,Moree,22,2,1,morning,0.055,low,0.7536,0.7621,1.1157,2.5162,9.6368,0.5586,0.5,11.6443,14.1372,5.219,5.1579,8.4255,8.4278,11.1206,9.5708,relocate,relocate,False,11.1206,11.1206,0.0
2016-08-02,Woomera,49,1,2,afternoon,0.0246,low,0.4488,0.4519,0.7981,3.0668,9.5958,0.2907,4.2218,12.3704,10.9505,1.6441,1.6268,9.0411,9.0416,2.2049,1.0886,accept,accept,False,9.0411,9.0411,0.0
2013-07-19,Williamtown,46,4,1,morning,0.9301,very_high,0.4681,0.7604,0.8271,4.0698,11.3278,3.1671,6.2984,14.4519,13.4092,4.7841,2.797,9.1469,9.3376,1.6641,0.2186,accept,accept,False,9.1469,9.1469,0.0
2010-09-13,Albury,3,0,1,morning,0.1418,low,0.5359,0.5637,0.8493,5.2835,13.9331,0.5968,2.4347,17.1846,13.1568,3.326,3.1403,11.9283,11.9345,6.0235,4.9667,accept,accept,False,11.9283,11.9283,0.0
2016-01-07,Mildura,21,3,3,evening,0.0231,low,0.7265,0.7294,1.041,3.6971,11.101,0.7893,2.4667,13.8535,17.1289,6.6744,6.6494,9.749,9.7504,10.6093,10.8728,relocate,relocate,False,10.6093,10.6093,0.0
2017-01-15,Uluru,42,6,1,morning,0.2352,low,0.5628,0.6152,0.8898,5.092,12.1283,2.021,1.8383,16.1681,21.357,7.8261,7.2585,10.755,10.7895,12.6768,10.7871,relocate,accept,True,12.6768,10.755,1.9218
2013-09-22,SalmonGums,37,6,0,night,0.8418,very_high,0.3146,0.5727,0.6683,5.6707,16.9734,1.0156,0.5998,18.9843,14.9779,4.2693,2.3099,12.7814,12.8375,7.6697,6.1033,accept,accept,False,12.7814,12.7814,0.0
2010-02-08,Ballarat,6,0,1,morning,0.1317,low,0.5795,0.6049,0.935,3.5785,14.4803,1.2107,0.5,15.1126,13.8679,3.9572,3.7788,10.2051,10.2169,9.39,7.9247,accept,accept,False,10.2051,10.2051,0.0
2010-11-02,CoffsHarbour,12,1,3,evening,0.0415,low,0.5665,0.5725,0.892,6.464,16.9043,0.3677,4.009,20.0262,21.037,7.2087,7.1447,13.776,13.7772,10.0414,10.2251,accept,accept,False,13.776,13.776,0.0
2009-05-15,SalmonGums,37,4,3,evening,0.0252,low,0.6656,0.6688,1.026,7.4355,17.3989,0.8251,5.8579,21.5454,20.7406,8.077,8.0431,14.5962,14.5978,9.4284,9.1731,accept,accept,False,14.5962,14.5962,0.0
2014-08-06,Walpole,44,2,3,evening,0.4164,moderate,0.7904,0.8974,1.1216,5.7688,15.6607,2.6605,2.6026,18.5654,19.2209,9.4933,8.4502,11.893,11.9709,13.0249,12.7744,relocate,relocate,False,13.0249,13.0249,0.0
2012-10-05,Darwin,14,4,1,morning,0.4259,moderate,0.5076,0.6177,0.7799,5.9908,14.0976,1.1519,1.3806,18.2086,18.6157,6.4605,5.4212,12.3891,12.4236,10.0679,9.0341,accept,accept,False,12.3891,12.3891,0.0
2015-12-29,Albury,3,1,1,morning,0.0139,low,0.5353,0.5369,0.8358,4.7855,19.7615,0.955,1.64,18.9602,20.8777,6.7538,6.7376,12.597,12.598,11.8913,10.3767,accept,accept,False,12.597,12.597,0.0
